Transaction_ID,Product
9818,beef
9819,pip fruit
9820,yogurt
9821,pork
9822,ice cream
9823,chicken
9824,citrus fruit
9825,frankfurter
9826,sausage
9827,tropical fruit
9828,sausage
9829,cooking chocolate
9830,chicken
9831,semi-finished bread
9832,chicken
9833,semi-finished bread
9834,yogurt
9835,yogurt
9836,whole milk
9837,butter
9838,UHT-milk
9839,cereals
9840,other vegetables
9841,tropical fruit
9842,rolls/buns
9843,tropical fruit
9844,sugar
9845,pastry
9846,cream cheese 
9847,root vegetables
9848,canned beer
9849,rolls/buns
9850,soda
9851,beverages
9852,other vegetables
9853,other vegetables
9854,berries
9855,grapes
9856,soda
9857,other vegetables
9858,zwieback
9859,rolls/buns
9860,root vegetables
9861,yogurt
9862,yogurt
9863,bottled water
9864,other vegetables
9865,rolls/buns
9866,grapes
9867,tropical fruit
9868,yogurt
9869,curd
9870,brown bread
9871,oil
9872,beef
9873,pastry
9874,whole milk
9875,pastry
9876,beef
9877,tropical fruit
9878,pastry
9879,coffee
9880,newspapers
9881,whole milk
9882,pip fruit
9883,butter
9884,citrus fruit
9885,meat spreads
9886,whole milk
9887,whole milk
9888,salt
9889,bottled water
9890,coffee
9891,whole milk
9892,onions
9893,condensed milk
9894,root vegetables
9895,newspapers
9896,other vegetables
9897,yogurt
9898,salty snack
9899,butter milk
9900,hamburger meat
9901,photo/film
9902,sliced cheese
9903,hamburger meat
9904,yogurt
9905,tropical fruit
9906,misc. beverages
9907,pork
9908,rolls/buns
9909,whole milk
9910,fruit/vegetable juice
9911,citrus fruit
9912,whipped/sour cream
9913,pip fruit
9914,sausage
9915,bottled water
9916,dessert
9917,whipped/sour cream
9918,berries
9919,whole milk
9920,whole milk
9921,other vegetables
9922,cream cheese 
9923,other vegetables
9924,sausage
9925,dessert
9926,soda
9927,red/blush wine
9928,sausage
9929,butter milk
9930,dessert
9931,yogurt
9932,soda
9933,flour
9934,other vegetables
9935,Instant food products
9936,sausage
9937,misc. beverages
9938,frozen vegetables
9939,butter
9940,rolls/buns
9941,ham
9942,yogurt
9943,citrus fruit
9944,popcorn
9945,whole milk
9946,pork
9947,other vegetables
9948,other vegetables
9949,shopping bags
9950,rolls/buns
9951,other vegetables
9952,herbs
9953,butter
9954,soda
9955,specialty cheese
9956,other vegetables
9957,soda
9958,root vegetables
9959,pastry
9960,white wine
9961,tropical fruit
9962,butter milk
9963,dessert
9964,cream cheese 
9965,salt
9966,ice cream
9967,soft cheese
9968,bottled water
9969,whole milk
9970,ice cream
9971,bottled water
9972,bottled beer
9973,candy
9974,ham
9975,canned beer
9976,cream cheese 
9977,tropical fruit
9978,salt
9979,rolls/buns
9980,berries
9981,beef
9982,citrus fruit
9983,bottled beer
9984,rolls/buns
9985,bottled water
9986,chewing gum
9987,root vegetables
9988,pastry
9989,pastry
9990,yogurt
9991,sugar
9992,other vegetables
9993,beverages
9994,pork
9995,specialty bar
9996,fruit/vegetable juice
9997,female sanitary products
9998,soda
9999,beef
10000,newspapers
10001,sliced cheese
10002,curd
10003,meat
10004,rolls/buns
10005,berries
10006,citrus fruit
10007,mustard
10008,beef
10009,sausage
10010,other vegetables
10011,beverages
10012,herbs
10013,whipped/sour cream
10014,whole milk
10015,curd
10016,whole milk
10017,whole milk
10018,oil
10019,beef
10020,rolls/buns
10021,rolls/buns
10022,beef
10023,other vegetables
10024,beverages
10025,soda
10026,pip fruit
10027,other vegetables
10028,other vegetables
10029,citrus fruit
10030,whole milk
10031,berries
10032,coffee
10033,sausage
10034,pip fruit
10035,citrus fruit
10036,rolls/buns
10037,margarine
10038,root vegetables
10039,pip fruit
10040,other vegetables
10041,pip fruit
10042,citrus fruit
10043,citrus fruit
10044,pip fruit
10045,whole milk
10046,tropical fruit
10047,whole milk
10048,frozen meals
10049,sugar
10050,other vegetables
10051,other vegetables
10052,root vegetables
10053,pork
10054,berries
10055,packaged fruit/vegetables
10056,coffee
10057,citrus fruit
10058,rolls/buns
10059,beef
10060,soda
10061,packaged fruit/vegetables
10062,white wine
10063,white bread
10064,chicken
10065,whole milk
10066,citrus fruit
10067,hard cheese
10068,yogurt
10069,cake bar
10070,soda
10071,citrus fruit
10072,root vegetables
10073,brown bread
10074,canned fish
10075,whole milk
10076,other vegetables
10077,root vegetables
10078,hygiene articles
10079,yogurt
10080,other vegetables
10081,white bread
10082,mayonnaise
10083,specialty chocolate
10084,meat
10085,pip fruit
10086,other vegetables
10087,citrus fruit
10088,rolls/buns
10089,salty snack
10090,beverages
10091,butter
10092,whole milk
10093,whole milk
10094,whole milk
10095,hamburger meat
10096,whipped/sour cream
10097,canned beer
10098,domestic eggs
10099,soda
10100,bottled beer
10101,hygiene articles
10102,whole milk
10103,fruit/vegetable juice
10104,sausage
10105,root vegetables
10106,sausage
10107,root vegetables
10108,brown bread
10109,packaged fruit/vegetables
10110,bottled water
10111,white bread
10112,coffee
10113,butter milk
10114,newspapers
10115,citrus fruit
10116,frozen dessert
10117,butter milk
10118,yogurt
10119,liquor
10120,butter
10121,hard cheese
10122,liver loaf
10123,pastry
10124,tropical fruit
10125,whole milk
10126,rolls/buns
10127,whole milk
10128,chocolate
10129,rolls/buns
10130,other vegetables
10131,bathroom cleaner
10132,red/blush wine
10133,butter milk
10134,whole milk
10135,other vegetables
10136,bottled water
10137,yogurt
10138,whole milk
10139,tropical fruit
10140,ham
10141,rolls/buns
10142,citrus fruit
10143,frozen vegetables
10144,citrus fruit
10145,berries
10146,pet care
10147,yogurt
10148,chewing gum
10149,pastry
10150,pet care
10151,tropical fruit
10152,oil
10153,misc. beverages
10154,soda
10155,other vegetables
10156,canned beer
10157,UHT-milk
10158,canned beer
10159,other vegetables
10160,oil
10161,other vegetables
10162,zwieback
10163,tropical fruit
10164,hygiene articles
10165,brown bread
10166,beef
10167,canned beer
10168,ham
10169,root vegetables
10170,butter
10171,ice cream
10172,packaged fruit/vegetables
10173,other vegetables
10174,misc. beverages
10175,other vegetables
10176,bottled water
10177,rolls/buns
10178,liquor
10179,root vegetables
10180,honey
10181,rolls/buns
10182,sausage
10183,whole milk
10184,root vegetables
10185,rolls/buns
10186,margarine
10187,salty snack
10188,shopping bags
10189,onions
10190,whipped/sour cream
10191,whole milk
10192,citrus fruit
10193,cream cheese 
10194,bottled water
10195,pip fruit
10196,soda
10197,turkey
10198,bottled beer
10199,other vegetables
10200,candy
10201,packaged fruit/vegetables
10202,rolls/buns
10203,mustard
10204,soda
10205,cream cheese 
10206,pastry
10207,nut snack
10208,bottled beer
10209,other vegetables
10210,other vegetables
10211,shopping bags
10212,detergent
10213,dessert
10214,white wine
10215,soda
10216,pip fruit
10217,cream cheese 
10218,misc. beverages
10219,curd
10220,other vegetables
10221,brown bread
10222,sugar
10223,root vegetables
10224,detergent
10225,beef
10226,yogurt
10227,bottled water
10228,candy
10229,berries
10230,root vegetables
10231,seasonal products
10232,margarine
10233,yogurt
10234,yogurt
10235,spread cheese
10236,whole milk
10237,female sanitary products
10238,bottled water
10239,chewing gum
10240,root vegetables
10241,pip fruit
10242,bottled water
10243,rolls/buns
10244,tropical fruit
10245,fruit/vegetable juice
10246,whole milk
10247,whole milk
10248,other vegetables
10249,fruit/vegetable juice
10250,domestic eggs
10251,soda
10252,curd
10253,whipped/sour cream
10254,fruit/vegetable juice
10255,whole milk
10256,tropical fruit
10257,rolls/buns
10258,long life bakery product
10259,coffee
10260,whole milk
10261,bottled beer
10262,root vegetables
10263,other vegetables
10264,bottled beer
10265,UHT-milk
10266,whole milk
10267,root vegetables
10268,packaged fruit/vegetables
10269,frozen vegetables
10270,pot plants
10271,whole milk
10272,red/blush wine
10273,tropical fruit
10274,pastry
10275,dish cleaner
10276,pastry
10277,brown bread
10278,soda
10279,bottled beer
10280,tropical fruit
10281,processed cheese
10282,sausage
10283,long life bakery product
10284,rolls/buns
10285,whole milk
10286,pip fruit
10287,butter
10288,hamburger meat
10289,meat
10290,curd
10291,citrus fruit
10292,pork
10293,hamburger meat
10294,soda
10295,canned beer
10296,whole milk
10297,sliced cheese
10298,citrus fruit
10299,citrus fruit
10300,spices
10301,tropical fruit
10302,beef
10303,pastry
10304,citrus fruit
10305,whole milk
10306,whole milk
10307,citrus fruit
10308,citrus fruit
10309,whole milk
10310,tropical fruit
10311,bottled water
10312,root vegetables
10313,root vegetables
10314,other vegetables
10315,canned beer
10316,rolls/buns
10317,other vegetables
10318,citrus fruit
10319,sausage
10320,domestic eggs
10321,root vegetables
10322,hamburger meat
10323,soda
10324,other vegetables
10325,other vegetables
10326,bottled water
10327,pastry
10328,other vegetables
10329,rolls/buns
10330,citrus fruit
10331,other vegetables
10332,citrus fruit
10333,onions
10334,domestic eggs
10335,bottled beer
10336,hard cheese
10337,root vegetables
10338,butter milk
10339,hamburger meat
10340,butter
10341,meat
10342,whole milk
10343,pastry
10344,sliced cheese
10345,ham
10346,whole milk
10347,other vegetables
10348,whole milk
10349,coffee
10350,beef
10351,other vegetables
10352,frozen meals
10353,canned fish
10354,salt
10355,curd
10356,UHT-milk
10357,berries
10358,brown bread
10359,UHT-milk
10360,curd
10361,soda
10362,pip fruit
10363,hygiene articles
10364,curd
10365,candy
10366,beef
10367,soda
10368,pastry
10369,onions
10370,onions
10371,turkey
10372,other vegetables
10373,citrus fruit
10374,frozen dessert
10375,newspapers
10376,specialty bar
10377,specialty bar
10378,canned beer
10379,rolls/buns
10380,shopping bags
10381,curd
10382,soda
10383,rolls/buns
10384,pip fruit
10385,rolls/buns
10386,spread cheese
10387,canned beer
10388,yogurt
10389,beef
10390,whole milk
10391,grapes
10392,rolls/buns
10393,bottled beer
10394,onions
10395,root vegetables
10396,whole milk
10397,rolls/buns
10398,tropical fruit
10399,tropical fruit
10400,pastry
10401,rolls/buns
10402,soda
10403,rolls/buns
10404,bottled beer
10405,sugar
10406,rolls/buns
10407,beverages
10408,other vegetables
10409,tropical fruit
10410,chicken
10411,beef
10412,pork
10413,brandy
10414,other vegetables
10415,oil
10416,soda
10417,root vegetables
10418,newspapers
10419,other vegetables
10420,citrus fruit
10421,root vegetables
10422,other vegetables
10423,whole milk
10424,cream cheese 
10425,turkey
10426,whole milk
10427,beef
10428,liquor (appetizer)
10429,chicken
10430,whole milk
10431,rolls/buns
10432,dessert
10433,UHT-milk
10434,red/blush wine
10435,bottled water
10436,other vegetables
10437,hamburger meat
10438,grapes
10439,semi-finished bread
10440,tropical fruit
10441,pork
10442,onions
10443,whole milk
10444,canned beer
10445,whole milk
10446,other vegetables
10447,whole milk
10448,pork
10449,sausage
10450,newspapers
10451,whole milk
10452,pastry
10453,fish
10454,chewing gum
10455,grapes
10456,pot plants
10457,root vegetables
10458,herbs
10459,dessert
10460,curd
10461,root vegetables
10462,pork
10463,grapes
10464,beef
10465,spread cheese
10466,herbs
10467,other vegetables
10468,tropical fruit
10469,beef
10470,whole milk
10471,root vegetables
10472,onions
10473,domestic eggs
10474,yogurt
10475,whole milk
10476,whole milk
10477,soda
10478,whole milk
10479,other vegetables
10480,citrus fruit
10481,yogurt
10482,whipped/sour cream
10483,other vegetables
10484,berries
10485,whole milk
10486,berries
10487,pork
10488,root vegetables
10489,tropical fruit
10490,whole milk
10491,misc. beverages
10492,root vegetables
10493,pork
10494,pork
10495,tropical fruit
10496,pickled vegetables
10497,sausage
10498,frozen vegetables
10499,soda
10500,chicken
10501,UHT-milk
10502,rolls/buns
10503,citrus fruit
10504,whole milk
10505,rolls/buns
10506,ham
10507,root vegetables
10508,hygiene articles
10509,whipped/sour cream
10510,beverages
10511,beef
10512,shopping bags
10513,butter milk
10514,Instant food products
10515,berries
10516,whole milk
10517,flower (seeds)
10518,onions
10519,hamburger meat
10520,other vegetables
10521,cream cheese 
10522,whole milk
10523,pork
10524,misc. beverages
10525,whole milk
10526,cake bar
10527,hamburger meat
10528,grapes
10529,rolls/buns
10530,soda
10531,tropical fruit
10532,sliced cheese
10533,soda
10534,other vegetables
10535,pastry
10536,citrus fruit
10537,curd
10538,whipped/sour cream
10539,canned beer
10540,roll products 
10541,soda
10542,pot plants
10543,root vegetables
10544,beef
10545,citrus fruit
10546,rolls/buns
10547,rolls/buns
10548,citrus fruit
10549,whole milk
10550,cream cheese 
10551,turkey
10552,shopping bags
10553,bottled beer
10554,popcorn
10555,whole milk
10556,pork
10557,hamburger meat
10558,root vegetables
10559,rolls/buns
10560,newspapers
10561,newspapers
10562,grapes
10563,coffee
10564,pot plants
10565,dish cleaner
10566,napkins
10567,herbs
10568,pastry
10569,whole milk
10570,rolls/buns
10571,tropical fruit
10572,grapes
10573,pork
10574,chewing gum
10575,bottled water
10576,whipped/sour cream
10577,coffee
10578,newspapers
10579,whipped/sour cream
10580,frozen meals
10581,whole milk
10582,organic sausage
10583,dog food
10584,root vegetables
10585,whole milk
10586,oil
10587,citrus fruit
10588,pasta
10589,butter milk
10590,pastry
10591,root vegetables
10592,salt
10593,yogurt
10594,other vegetables
10595,brown bread
10596,liquor
10597,other vegetables
10598,citrus fruit
10599,chicken
10600,soda
10601,onions
10602,root vegetables
10603,whole milk
10604,newspapers
10605,hygiene articles
10606,dessert
10607,other vegetables
10608,whole milk
10609,other vegetables
10610,margarine
10611,curd
10612,onions
10613,whipped/sour cream
10614,tropical fruit
10615,beef
10616,tropical fruit
10617,domestic eggs
10618,pip fruit
10619,cream cheese 
10620,root vegetables
10621,dessert
10622,long life bakery product
10623,long life bakery product
10624,fruit/vegetable juice
10625,butter
10626,berries
10627,grapes
10628,citrus fruit
10629,tropical fruit
10630,newspapers
10631,yogurt
10632,tropical fruit
10633,whole milk
10634,rice
10635,chicken
10636,white bread
10637,root vegetables
10638,zwieback
10639,other vegetables
10640,bottled water
10641,bottled water
10642,whole milk
10643,specialty chocolate
10644,margarine
10645,whipped/sour cream
10646,curd
10647,chicken
10648,misc. beverages
10649,liquor
10650,whole milk
10651,herbs
10652,other vegetables
10653,other vegetables
10654,tropical fruit
10655,citrus fruit
10656,whole milk
10657,yogurt
10658,pastry
10659,whole milk
10660,bottled water
10661,rolls/buns
10662,ham
10663,ice cream
10664,rolls/buns
10665,canned beer
10666,misc. beverages
10667,frozen vegetables
10668,hamburger meat
10669,pip fruit
10670,other vegetables
10671,grapes
10672,white bread
10673,butter
10674,tropical fruit
10675,whole milk
10676,sausage
10677,other vegetables
10678,soda
10679,soda
10680,soda
10681,beef
10682,tropical fruit
10683,citrus fruit
10684,tropical fruit
10685,rolls/buns
10686,root vegetables
10687,beverages
10688,turkey
10689,citrus fruit
10690,other vegetables
10691,finished products
10692,whole milk
10693,coffee
10694,herbs
10695,vinegar
10696,domestic eggs
10697,butter
10698,hamburger meat
10699,root vegetables
10700,yogurt
10701,whole milk
10702,chicken
10703,canned beer
10704,candy
10705,pip fruit
10706,sausage
10707,citrus fruit
10708,candy
10709,root vegetables
10710,sliced cheese
10711,other vegetables
10712,instant coffee
10713,soda
10714,dish cleaner
10715,tropical fruit
10716,other vegetables
10717,other vegetables
10718,whipped/sour cream
10719,other vegetables
10720,oil
10721,brown bread
10722,tropical fruit
10723,skin care
10724,misc. beverages
10725,other vegetables
10726,other vegetables
10727,yogurt
10728,nut snack
10729,yogurt
10730,tropical fruit
10731,citrus fruit
10732,citrus fruit
10733,yogurt
10734,citrus fruit
10735,other vegetables
10736,hamburger meat
10737,newspapers
10738,grapes
10739,sugar
10740,frozen meals
10741,grapes
10742,specialty cheese
10743,bottled water
10744,white bread
10745,tropical fruit
10746,sliced cheese
10747,other vegetables
10748,whole milk
10749,other vegetables
10750,other vegetables
10751,meat
10752,tropical fruit
10753,citrus fruit
10754,chocolate
10755,pastry
10756,yogurt
10757,pot plants
10758,hygiene articles
10759,soda
10760,soda
10761,canned fish
10762,other vegetables
10763,pasta
10764,root vegetables
10765,white wine
10766,root vegetables
10767,hamburger meat
10768,pork
10769,citrus fruit
10770,canned beer
10771,UHT-milk
10772,red/blush wine
10773,coffee
10774,brown bread
10775,root vegetables
10776,tropical fruit
10777,chocolate
10778,other vegetables
10779,tropical fruit
10780,rolls/buns
10781,curd
10782,whole milk
10783,whole milk
10784,yogurt
10785,whole milk
10786,yogurt
10787,whole milk
10788,pork
10789,whole milk
10790,cake bar
10791,tropical fruit
10792,sausage
10793,pip fruit
10794,hamburger meat
10795,pork
10796,root vegetables
10797,bottled water
10798,bottled beer
10799,meat
10800,pot plants
10801,pork
10802,other vegetables
10803,beef
10804,whole milk
10805,seasonal products
10806,specialty bar
10807,soda
10808,rolls/buns
10809,meat
10810,mayonnaise
10811,sliced cheese
10812,beef
10813,pot plants
10814,sausage
10815,other vegetables
10816,tropical fruit
10817,pip fruit
10818,grapes
10819,pip fruit
10820,berries
10821,tropical fruit
10822,bottled water
10823,whole milk
10824,root vegetables
10825,dessert
10826,brown bread
10827,tropical fruit
10828,softener
10829,pork
10830,softener
10831,other vegetables
10832,root vegetables
10833,sausage
10834,dental care
10835,hamburger meat
10836,domestic eggs
10837,UHT-milk
10838,citrus fruit
10839,whipped/sour cream
10840,red/blush wine
10841,ham
10842,root vegetables
10843,root vegetables
10844,root vegetables
10845,liver loaf
10846,citrus fruit
10847,tropical fruit
10848,rolls/buns
10849,beverages
10850,frozen vegetables
10851,beef
10852,shopping bags
10853,waffles
10854,other vegetables
10855,yogurt
10856,chocolate
10857,rolls/buns
10858,whipped/sour cream
10859,meat
10860,berries
10861,whole milk
10862,pork
10863,other vegetables
10864,root vegetables
10865,pip fruit
10866,meat
10867,other vegetables
10868,organic sausage
10869,other vegetables
10870,pastry
10871,root vegetables
10872,pork
10873,other vegetables
10874,dish cleaner
10875,root vegetables
10876,specialty chocolate
10877,vinegar
10878,berries
10879,beef
10880,canned fish
10881,dishes
10882,baking powder
10883,napkins
10884,fruit/vegetable juice
10885,pastry
10886,yogurt
10887,pip fruit
10888,whole milk
10889,soda
10890,beverages
10891,fruit/vegetable juice
10892,yogurt
10893,whole milk
10894,other vegetables
10895,pip fruit
10896,bottled water
10897,root vegetables
10898,yogurt
10899,hard cheese
10900,hamburger meat
10901,brown bread
10902,onions
10903,frozen potato products
10904,chicken
10905,salty snack
10906,ham
10907,fruit/vegetable juice
10908,tropical fruit
10909,frozen meals
10910,chocolate
10911,white bread
10912,oil
10913,other vegetables
10914,yogurt
10915,dessert
10916,butter milk
10917,misc. beverages
10918,herbs
10919,packaged fruit/vegetables
10920,tropical fruit
10921,bottled beer
10922,cream cheese 
10923,whole milk
10924,meat
10925,chocolate
10926,pet care
10927,meat spreads
10928,waffles
10929,pastry
10930,whole milk
10931,yogurt
10932,butter
10933,sausage
10934,other vegetables
10935,sugar
10936,other vegetables
10937,rolls/buns
10938,pip fruit
10939,root vegetables
10940,onions
10941,misc. beverages
10942,jam
10943,domestic eggs
10944,soda
10945,whole milk
10946,pork
10947,beef
10948,pot plants
10949,other vegetables
10950,sugar
10951,waffles
10952,bottled water
10953,whole milk
10954,dishes
10955,misc. beverages
10956,detergent
10957,beef
10958,butter
10959,soda
10960,ham
10961,hamburger meat
10962,yogurt
10963,whole milk
10964,UHT-milk
10965,shopping bags
10966,root vegetables
10967,coffee
10968,whole milk
10969,soda
10970,whole milk
10971,female sanitary products
10972,pip fruit
10973,coffee
10974,bottled beer
10975,root vegetables
10976,tropical fruit
10977,root vegetables
10978,whole milk
10979,brown bread
10980,shopping bags
10981,specialty chocolate
10982,curd
10983,sugar
10984,soda
10985,pasta
10986,liquor
10987,bottled water
10988,whole milk
10989,rolls/buns
10990,tropical fruit
10991,beverages
10992,frozen vegetables
10993,other vegetables
10994,salty snack
10995,whole milk
10996,whole milk
10997,fruit/vegetable juice
10998,whole milk
10999,soda
11000,other vegetables
11001,tropical fruit
11002,fruit/vegetable juice
11003,rolls/buns
11004,soda
11005,dessert
11006,other vegetables
11007,rolls/buns
11008,oil
11009,other vegetables
11010,coffee
11011,root vegetables
11012,hamburger meat
11013,condensed milk
11014,other vegetables
11015,salty snack
11016,soda
11017,beverages
11018,brown bread
11019,shopping bags
11020,citrus fruit
11021,dishes
11022,butter milk
11023,other vegetables
11024,whole milk
11025,yogurt
11026,fish
11027,rolls/buns
11028,whole milk
11029,citrus fruit
11030,butter
11031,curd
11032,frozen vegetables
11033,flower (seeds)
11034,brown bread
11035,whole milk
11036,yogurt
11037,butter milk
11038,butter
11039,brown bread
11040,rolls/buns
11041,canned fish
11042,coffee
11043,onions
11044,frozen vegetables
11045,beef
11046,root vegetables
11047,whole milk
11048,ham
11049,yogurt
11050,other vegetables
11051,other vegetables
11052,hamburger meat
11053,whipped/sour cream
11054,long life bakery product
11055,pip fruit
11056,red/blush wine
11057,whole milk
11058,root vegetables
11059,root vegetables
11060,tropical fruit
11061,yogurt
11062,frozen dessert
11063,other vegetables
11064,other vegetables
11065,margarine
11066,bottled water
11067,herbs
11068,yogurt
11069,tropical fruit
11070,yogurt
11071,cream
11072,oil
11073,fish
11074,chocolate
11075,other vegetables
11076,mustard
11077,sausage
11078,frozen meals
11079,processed cheese
11080,organic sausage
11081,canned fish
11082,shopping bags
11083,coffee
11084,canned beer
11085,soda
11086,beef
11087,bottled water
11088,citrus fruit
11089,bottled water
11090,other vegetables
11091,sweet spreads
11092,chocolate
11093,berries
11094,softener
11095,onions
11096,condensed milk
11097,dishes
11098,rolls/buns
11099,citrus fruit
11100,onions
11101,tropical fruit
11102,rolls/buns
11103,bottled beer
11104,margarine
11105,soft cheese
11106,pip fruit
11107,hamburger meat
11108,tropical fruit
11109,rolls/buns
11110,coffee
11111,canned beer
11112,canned beer
11113,UHT-milk
11114,other vegetables
11115,onions
11116,other vegetables
11117,beverages
11118,soda
11119,chocolate
11120,long life bakery product
11121,fruit/vegetable juice
11122,long life bakery product
11123,UHT-milk
11124,pork
11125,white bread
11126,pip fruit
11127,other vegetables
11128,rolls/buns
11129,newspapers
11130,margarine
11131,dessert
11132,root vegetables
11133,rolls/buns
11134,other vegetables
11135,other vegetables
11136,citrus fruit
11137,pip fruit
11138,other vegetables
11139,rolls/buns
11140,canned beer
11141,frozen vegetables
11142,pip fruit
11143,yogurt
11144,citrus fruit
11145,rolls/buns
11146,waffles
11147,yogurt
11148,pip fruit
11149,yogurt
11150,coffee
11151,other vegetables
11152,onions
11153,other vegetables
11154,soda
11155,berries
11156,other vegetables
11157,sausage
11158,butter
11159,pip fruit
11160,tropical fruit
11161,citrus fruit
11162,rolls/buns
11163,rolls/buns
11164,berries
11165,whole milk
11166,tropical fruit
11167,pip fruit
11168,whole milk
11169,rolls/buns
11170,beef
11171,rolls/buns
11172,bottled beer
11173,root vegetables
11174,hamburger meat
11175,citrus fruit
11176,curd
11177,other vegetables
11178,other vegetables
11179,soda
11180,white bread
11181,root vegetables
11182,root vegetables
11183,pork
11184,whole milk
11185,candy
11186,tropical fruit
11187,citrus fruit
11188,other vegetables
11189,oil
11190,herbs
11191,meat
11192,rolls/buns
11193,pork
11194,whole milk
11195,whole milk
11196,white wine
11197,liquor
11198,cleaner
11199,nut snack
11200,specialty bar
11201,butter
11202,domestic eggs
11203,white bread
11204,whole milk
11205,white bread
11206,whipped/sour cream
11207,soda
11208,frozen dessert
11209,domestic eggs
11210,butter
11211,hamburger meat
11212,long life bakery product
11213,other vegetables
11214,pastry
11215,tropical fruit
11216,soda
11217,roll products 
11218,baking powder
11219,whole milk
11220,whole milk
11221,rolls/buns
11222,sliced cheese
11223,other vegetables
11224,UHT-milk
11225,curd
11226,root vegetables
11227,other vegetables
11228,other vegetables
11229,citrus fruit
11230,newspapers
11231,tropical fruit
11232,whole milk
11233,hygiene articles
11234,pastry
11235,pastry
11236,pip fruit
11237,specialty cheese
11238,white bread
11239,rolls/buns
11240,whole milk
11241,soda
11242,grapes
11243,bottled water
11244,whole milk
11245,citrus fruit
11246,specialty chocolate
11247,baking powder
11248,tropical fruit
11249,mayonnaise
11250,cream cheese 
11251,meat
11252,UHT-milk
11253,frozen fish
11254,meat
11255,citrus fruit
11256,pip fruit
11257,UHT-milk
11258,bottled water
11259,house keeping products
11260,rolls/buns
11261,sugar
11262,dessert
11263,root vegetables
11264,yogurt
11265,whole milk
11266,citrus fruit
11267,napkins
11268,dessert
11269,citrus fruit
11270,sausage
11271,canned beer
11272,rice
11273,butter
11274,root vegetables
11275,coffee
11276,butter milk
11277,root vegetables
11278,other vegetables
11279,grapes
11280,brown bread
11281,rolls/buns
11282,shopping bags
11283,other vegetables
11284,pip fruit
11285,whole milk
11286,yogurt
11287,newspapers
11288,whole milk
11289,pip fruit
11290,napkins
11291,organic sausage
11292,red/blush wine
11293,butter
11294,white wine
11295,red/blush wine
11296,citrus fruit
11297,pork
11298,fruit/vegetable juice
11299,rolls/buns
11300,tropical fruit
11301,whole milk
11302,pastry
11303,beef
11304,other vegetables
11305,meat spreads
11306,whipped/sour cream
11307,sliced cheese
11308,chicken
11309,bottled water
11310,pip fruit
11311,root vegetables
11312,pastry
11313,other vegetables
11314,dessert
11315,brown bread
11316,zwieback
11317,frozen meals
11318,hamburger meat
11319,domestic eggs
11320,yogurt
11321,pork
11322,soda
11323,whole milk
11324,bottled water
11325,curd
11326,butter
11327,packaged fruit/vegetables
11328,margarine
11329,tropical fruit
11330,meat
11331,yogurt
11332,pork
11333,tropical fruit
11334,citrus fruit
11335,whole milk
11336,liquor (appetizer)
11337,berries
11338,curd
11339,whole milk
11340,hamburger meat
11341,beef
11342,pip fruit
11343,other vegetables
11344,hamburger meat
11345,rolls/buns
11346,bottled water
11347,pastry
11348,butter
11349,ham
11350,whole milk
11351,canned beer
11352,tropical fruit
11353,pip fruit
11354,soda
11355,bottled beer
11356,other vegetables
11357,pip fruit
11358,root vegetables
11359,pip fruit
11360,napkins
11361,curd
11362,female sanitary products
11363,whipped/sour cream
11364,other vegetables
11365,berries
11366,whole milk
11367,whole milk
11368,brown bread
11369,specialty chocolate
11370,coffee
11371,pot plants
11372,frozen meals
11373,specialty chocolate
11374,sugar
11375,roll products 
11376,whipped/sour cream
11377,tropical fruit
11378,pip fruit
11379,margarine
11380,bottled water
11381,newspapers
11382,soda
11383,soda
11384,rolls/buns
11385,soda
11386,pip fruit
11387,soda
11388,root vegetables
11389,cake bar
11390,soda
11391,tropical fruit
11392,chocolate
11393,other vegetables
11394,pot plants
11395,domestic eggs
11396,pip fruit
11397,pork
11398,bottled water
11399,root vegetables
11400,shopping bags
11401,berries
11402,soda
11403,yogurt
11404,dessert
11405,vinegar
11406,domestic eggs
11407,pastry
11408,canned vegetables
11409,whole milk
11410,salty snack
11411,brown bread
11412,frozen vegetables
11413,tropical fruit
11414,berries
11415,pot plants
11416,other vegetables
11417,yogurt
11418,chicken
11419,frozen meals
11420,chicken
11421,vinegar
11422,berries
11423,other vegetables
11424,yogurt
11425,soda
11426,white bread
11427,margarine
11428,curd
11429,tropical fruit
11430,bottled beer
11431,grapes
11432,sugar
11433,onions
11434,beef
11435,domestic eggs
11436,pastry
11437,whole milk
11438,cream cheese 
11439,specialty chocolate
11440,ice cream
11441,liquor
11442,onions
11443,citrus fruit
11444,dessert
11445,ham
11446,other vegetables
11447,cat food
11448,pip fruit
11449,yogurt
11450,yogurt
11451,whole milk
11452,frozen potato products
11453,dessert
11454,whole milk
11455,pork
11456,margarine
11457,chewing gum
11458,specialty bar
11459,canned beer
11460,onions
11461,specialty fat
11462,tropical fruit
11463,chocolate
11464,citrus fruit
11465,margarine
11466,dessert
11467,whole milk
11468,brown bread
11469,canned beer
11470,pastry
11471,yogurt
11472,brown bread
11473,root vegetables
11474,chocolate
11475,whole milk
11476,canned beer
11477,ham
11478,chicken
11479,root vegetables
11480,rolls/buns
11481,yogurt
11482,whole milk
11483,soda
11484,ice cream
11485,mayonnaise
11486,tropical fruit
11487,pip fruit
11488,butter milk
11489,sugar
11490,rolls/buns
11491,bottled beer
11492,whole milk
11493,soda
11494,other vegetables
11495,hard cheese
